Date (Montly),Gross Income,Population,Load (hourly) Mwh,Immediate load Mwh,Import Gwh,Export Gwh,Gross Production GWH,Transmitted energy GWH,Net Electricity Consumption Kwh,T.C. Elektricity consumption (Gross Demand) Kwh,Lost Electricty Kwh,efficiency,Labels
2008-03-01 00:00:00,8493477.49,70923730.00,26306.00,26401.50,45.30,171.90,16371.10,14167.50,13281247224.96,16244633117.38,2963385892.42,22.312557263829756,Low
2008-04-01 00:00:00,8493477.49,70923730.00,25939.00,26098.60,68.40,124.30,15708.20,13612.40,12796901871.92,15652217930.08,2855316058.16,22.31255726376527,Low
2008-05-01 00:00:00,8493477.49,70923730.00,26392.00,26614.20,124.90,80.00,16239.10,14112.80,13313434945.34,16284002741.30,2970567795.96,22.312557263816917,Low
2008-06-01 00:00:00,8493477.49,70923730.00,29468.00,29679.50,47.00,78.50,16558.60,14321.80,13512217822.92,16527139162.27,3014921339.35,22.31255726381173,Low
2008-07-01 00:00:00,8493477.49,70923730.00,30482.00,30516.80,81.30,77.20,18304.40,15926.90,14968627290.57,18308510826.38,3339883535.81,22.31255726377845,Low
2008-08-01 00:00:00,8493477.49,70923730.00,30130.00,30359.00,33.70,84.40,18442.50,16076.40,15036719355.99,18391795972.89,3355076616.90,22.31255726378559,Low
2008-09-01 00:00:00,8493477.49,70923730.00,27884.00,28046.50,66.70,92.40,16070.80,13962.30,13118186494.18,16045189367.67,2927002873.49,22.312557263830566,Low
2008-10-01 00:00:00,8493477.49,70923730.00,24607.00,25209.30,66.50,124.10,14974.60,12981.00,12195737981.68,14916919002.58,2721181020.90,22.31255726375608,Low
2008-11-01 00:00:00,8493477.49,70923730.00,27002.00,27461.20,66.10,95.80,15475.74,13504.00,12628377348.85,15446091276.30,2817713927.45,22.312557263792833,Low
2008-12-01 00:00:00,8493477.49,70923730.00,27951.00,28286.30,58.50,102.70,15860.64,14067.00,12931162063.57,15816435003.88,2885272940.31,22.312557263808984,Low
2009-01-01 00:00:00,8083592.87,71846212.00,27830.00,28012.60,64.92,105.09,16891.58,14915.70,13622379082.07,16851415517.19,3229036435.13,23.703909689168107,Low
2009-02-01 00:00:00,8083592.87,71846212.00,27343.00,27486.90,56.28,96.03,15049.78,13301.00,12133836311.35,15010029912.42,2876193601.07,23.703909689136044,Low
2009-03-01 00:00:00,8083592.87,71846212.00,26434.00,26598.90,60.24,103.67,16027.14,14184.70,12920940999.43,15983709184.92,3062768185.49,23.703909689124902,Low
2009-04-01 00:00:00,8083592.87,71846212.00,24900.00,25000.60,60.22,101.47,14890.35,13242.60,12003753008.08,14849111780.42,2845358772.34,23.70390968911743,Low
2009-05-01 00:00:00,8083592.87,71846212.00,24808.00,25175.70,50.56,105.19,15352.34,13555.10,12366394840.73,15297713905.58,2931319064.85,23.703909689147217,Low
2009-06-01 00:00:00,8083592.87,71846212.00,27693.00,27936.50,58.38,106.80,15948.04,14122.30,12852962587.85,15899617232.06,3046654644.21,23.703909689195118,Low
2009-07-01 00:00:00,8083592.87,71846212.00,29239.00,29457.20,89.74,98.02,17751.78,15737.50,14343530428.34,17743507927.31,3399977498.97,23.703909689153736,Low
2009-08-01 00:00:00,8083592.87,71846212.00,29604.00,29870.00,93.94,204.69,17815.31,15821.00,14312040724.72,17704553932.78,3392513208.06,23.70390968913604,Low
2009-09-01 00:00:00,8083592.87,71846212.00,27398.00,27550.60,52.90,174.42,15500.82,13699.60,12432348621.82,15379301311.38,2946952689.56,23.703909689178175,Low
2009-10-01 00:00:00,8083592.87,71846212.00,25475.00,25732.00,36.88,100.91,16053.93,13995.70,12925949233.87,15989904566.74,3063955332.86,23.703909689135134,Low
2009-11-01 00:00:00,8083592.87,71846212.00,28131.00,28521.10,91.70,124.12,15811.71,13882.50,12755692704.88,15779290583.88,3023597878.99,23.70390968914804,Low
2009-12-01 00:00:00,8083592.87,71846212.00,28961.00,29335.40,96.19,225.44,17720.16,15730.00,14220171456.86,17590908056.64,3370736599.78,23.703909689175457,Low
2010-01-01 00:00:00,8811567.75,72752325.00,29719.00,30011.60,97.61,177.64,17501.73,15182.71,13937366752.15,17421708440.18,3484341688.04,25.000000000017934,Poor
2010-02-01 00:00:00,8811567.75,72752325.00,29158.00,29175.00,95.07,187.75,15837.69,13789.68,12596012854.36,15745016067.95,3149003213.59,25.0,Low
2010-03-01 00:00:00,8811567.75,72752325.00,27218.00,27624.60,81.06,121.93,17119.71,14836.00,13663067516.81,17078834396.01,3415766879.20,24.9999999999817,Low
2010-04-01 00:00:00,8811567.75,72752325.00,27395.00,27775.70,58.63,107.62,16362.72,14093.54,13050988989.98,16313736237.47,3262747247.49,24.999999999961688,Low
2010-05-01 00:00:00,8811567.75,72752325.00,27885.00,28045.50,58.41,159.64,16812.90,14604.82,13369329831.62,16711662289.53,3342332457.91,25.0000000000374,Poor
2010-06-01 00:00:00,8811567.75,72752325.00,30654.00,30672.10,46.58,215.40,17311.90,15070.34,13714458833.29,17143073541.61,3428614708.32,24.99999999998177,Low
2010-07-01 00:00:00,8811567.75,72752325.00,32165.00,32570.60,91.58,231.22,19567.60,17260.12,15542361130.38,19427951412.97,3885590282.59,24.99999999996783,Low
2010-08-01 00:00:00,8811567.75,72752325.00,33191.00,33391.90,78.72,246.40,20620.81,18139.26,16362506738.73,20453133423.41,4090626684.68,24.99999999998472,Low
2010-09-01 00:00:00,8811567.75,72752325.00,29395.00,29637.10,92.34,137.98,17139.65,15077.86,13675202327.68,17094002909.61,3418800581.92,25.0,Low
2010-10-01 00:00:00,8811567.75,72752325.00,27291.00,27582.90,132.17,105.08,17291.00,15137.43,13854476880.58,17318096100.73,3463619220.15,25.00000000003609,Poor
2010-11-01 00:00:00,8811567.75,72752325.00,29596.00,30107.90,142.68,112.30,16464.48,14396.39,13195885581.49,16494856976.86,3298971395.37,24.999999999981053,Low
2010-12-01 00:00:00,8811567.75,72752325.00,32145.00,32961.70,168.98,114.63,19177.55,16746.80,15385516337.42,19231895421.77,3846379084.35,24.9999999999675,Low
